,ID,Edad,FieRanking,Nacionalidad,Mano,Arma
932,Bartlomiej-ZBIERADA-40485,18,9999999, POLAND, Right, Epée 
934,Bartosz-PIASECKI-5272,32,499, NORWAY, Right, Epée 
935,Bartosz-Piasecki-5272,32,499, NORWAY, Right, Epée 
936,Bartosz-STASZULONEK-36658,21,876, POLAND, Right, Epée 
938,Bas-VERWIJLEN-5250,35,19, NETHERLANDS, Right, Epée 
939,Bas-Verwijlen-5250,35,19, NETHERLANDS, Right, Epée 
943,Beate-CHRISTMANN-3495,34,70, GERMANY, Left, Epée 
945,Beatrice-CAGNIN-34432,19,338, ITALY, Right, Epée 
947,Beatrice-FANNON-32922,37,9999999, GREAT BRITAIN, Right, Epée 
952,Bedi_Paul_Alex-BEUGRE-37448,19,112, COTE D'IVOIRE, Right, Epée 
953,Begum-ATAKER-28141,22,9999999, TURKEY, Left, Epée 
955,Behnam-BEIK-27101,23,9999999, IRAN, Right, Epée 
958,Bela-SUVEG-36145,56,9999999, CANADA, Left, Epée 
960,Belfin_Sevval-ALABAS-34095,20,9999999, TURKEY, Right, Epée 
963,Belinda-MO-31754,20,9999999, USA, Left, Epée 
969,Bence-BENDE-36628,19,9999999, HUNGARY, Right, Epée 
972,Bence-TOMOJZER-39416,23,9999999, HUNGARY, Right, Epée 
974,Bendeguz_Lucian-SERRA-7593,38,483, HUNGARY, Right, Epée 
978,Benedict-CHAMBERS-4288,51,9999999, IRELAND, Left, Epée 
981,Benjamin-ANDREWS-39179,17,9999999, GREAT BRITAIN, Right, Epée 
983,Benjamin-BRATTON-6496,33,336, USA, Right, Epée 
984,Benjamin-DAHLBO-42009,17,472, NORWAY, Right, Epée 
992,Benjamin-STEFFEN-6086,36,25, SWITZERLAND, Left, Epée 
994,Bennett-COHEN-39529,18,9999999, USA, Right, Epée 
998,Benoit-OMONT-38914,27,9999999, LUXEMBOURG, Left, Epée 
1000,Beomjun-KIM-37382,22,9999999, KOREA, Right, Epée 
1001,Berk-TATAROGLU-22820,25,996, TURKEY, Left, Epée 
1003,Berke-AYBERK-31610,24,9999999, TURKEY, Right, Epée 
1007,Bernardette_Jing_Fei-LEE-36897,30,315, SINGAPORE, Left, Epée 
1008,Bernardo-CRECCHI-30124,23,9999999, ITALY, Right, Epée 
1009,Bernardo-DELARUE_BIZZINI-28133,25,371, BRAZIL, Right, Epée 
1010,Bernardo-RICCI-37102,20,9999999, ITALY, Right, Epée 
1014,Bernhard-KIRNBAUER-41754,52,9999999, AUSTRIA, Right, Epée 
1018,Bethan-PLANT-35730,20,370, GREAT BRITAIN, Right, Epée 
1020,Bettina-FICHTEL-41761,52,9999999, GERMANY, Right, Epée 
1021,Bettina-GRAF-44970,51,9999999, GERMANY, Right, Epée 
1022,Betyumil-POSADA-40359,19,9999999, VENEZUELA, Right, Epée 
1024,Beyza-HALVACIAY-39207,20,746, TURKEY, Right, Epée 
1027,Bi_Boukalo_Dial_Robert-GANDON-40494,19,9999999, SENEGAL, Right, Epée 
1028,Bianca-BENEA-32982,19,297, ROMANIA, Right, Epée 
1029,Bianca-DANTAS-24511,35,9999999, BRAZIL, Right, Epée 
1030,Bianca-DEL_CARRETTO-4461,33,9999999, ITALY, Right, Epée 
1033,Bianka-Bukocki-15391,30,596, HUNGARY, Right, Epée 
1038,Bidiyabati_Devi-LAIKHURAM-43475,21,9999999, INDIA, Right, Epée 
1055,Bogdan-BEREZIUK-38118,44,9999999, UKRAINE, Right, Epée 
1057,Bogdan-NEGRAIA-30074,24,9999999, ROMANIA, Right, Epée 
1058,Bogdan-NIKISHIN-6424,38,2, UKRAINE, Right, Epée 
1059,Bogdan-Nikishin-6424,38,2, UKRAINE, Right, Epée 
1073,Borbala-KOLCZONAY-38814,17,581, HUNGARY, Right, Epée 
1085,Botond-BANYAI-40193,19,943, HUNGARY, Right, Epée 
1088,Bouchra-BELHADJ-34443,18,9999999, ALGERIA, Right, Epée 
1089,Bouchra_Naziha-BELHADJ-34443,18,9999999, ALGERIA, Right, Epée 
1090,Bourama_Keba-SAGNAN-30338,21,130, SENEGAL, Right, Epée 
1092,Bradley-JOHNSTON_LEYER-24994,29,260, COSTA RICA, Right, Epée 
1093,Brandon-BEDAIR-45704,48,864, USA, Right, Epée 
1096,Brenda-BRIASCO-17576,27,104, ITALY, Left, Epée 
1097,Brenda-Briasco-17576,27,104, ITALY, Left, Epée 
1098,Brenda-KOLBINGER-39116,19,654, GERMANY, Right, Epée 
1099,Brenda-ROOSIMAA-32544,21,9999999, ESTONIA, Right, Epée 
1106,Brianna-JANSEN-44147,24,9999999, CANADA, Right, Epée 
1114,Britta-HEIDEMANN-3593,36,9999999, GERMANY, Right, Epée 
1116,Britta-Heidemann-3593,36,9999999, GERMANY, Right, Epée 
1118,Brittany-MARK_LARKIN-23786,24,9999999, CANADA, Right, Epée 
1119,Bruce-BRUNOLD-23698,26,139, SWITZERLAND, Left, Epée 
1120,Bruce-Brunold-23698,26,139, SWITZERLAND, Left, Epée 
1121,Brune-CAZALS-32256,22,9999999, FRANCE, Right, Epée 
1123,Bruno-GIRON-39184,21,9999999, PERU, Left, Epée 
1124,Bruno-GOOSSENS-41865,72,9999999, USA, Right, Epée 
1125,Bruno-KACHUR-3631,69,9999999, GERMANY, Right, Epée 
1132,Busra-OZER-36781,25,9999999, TURKEY, Right, Epée 
1133,Busra-VAROL-23091,25,9999999, TURKEY, Left, Epée 
1135,Busra_Nur-ZEYBEK-36778,20,9999999, TURKEY, Right, Epée 
1136,Byeungchan-JUNG-27290,24,30, KOREA, Left, Epée 
1141,CANDASSAMY-Marie_Florence-20179,27,30, FRANCE, Right, Epée 
1148,CHOI-Hyojoo-27301,25,136, KOREA, Right, Epée 
1153,CLERICI-Alice-29962,22,66, ITALY, Right, Epée 
1156,Caira-MOREIRA_BROWN-32641,22,237, JAMAICA, Right, Epée 
1157,Caitlin-CHANG-20706,25,635, JAMAICA, Left, Epée 
1159,Calum-MAYNARD-37032,25,539, GREAT BRITAIN, Right, Epée 
1163,Camila-CHACON-40370,17,9999999, VENEZUELA, Right, Epée 
1166,Camilla-BATINI-23567,26,9999999, ITALY, Right, Epée 
1167,Camilla-Batini-23567,26,9999999, ITALY, Right, Epée 
1172,Camille-HAZARD-28588,23,9999999, FRANCE, Right, Epée 
1173,Camille-HERMAY-34223,20,9999999, FRANCE, Right, Epée 
1174,Camille-NABETH-36878,21,153, FRANCE, Right, Epée 
1175,Camille_Boelt-HINDSGAUL-39145,26,9999999, DENMARK, Right, Epée 
1182,Capucine-PINIER-37077,20,9999999, FRANCE, Right, Epée 
1184,Carl_Henrik-WENDT-11122,54,510, SWEDEN, Right, Epée 
1186,Carlo-CAMARENA-40450,19,9999999, MEXICO, Right, Epée 
1189,Carlo-ROMANELLI-11059,63,9999999, ITALY, Right, Epée 
1190,Carlo-ROTA-10278,49,9999999, ITALY, Right, Epée 
1191,Carlos-AVILA-40446,22,909, MEXICO, Right, Epée 
1194,Carlos-PACAY-33739,21,9999999, GUATEMALA, Right, Epée 
1195,Carlos-SANUDO-40451,18,210, MEXICO, Right, Epée 
1196,Carlos-VERA-46106,24,9999999, MEXICO, Left, Epée 
1201,Carlos_Enrique-COVANI-1427,51,9999999, ARGENTINA, Right, Epée 
1207,Carmen_Lii-TARGAMAA-37516,17,371, ESTONIA, Right, Epée 
1208,Carmen_Vanessa-HENRIQUEZ_ANDRES-42333,17,9999999, EL SALVADOR, Right, Epée 
1209,Carola-SCHMID-41716,52,9999999, USA, Right, Epée 
1210,Carole-PONCELET-36034,54,9999999, FRANCE, Right, Epée 
1211,Carole-SEHEULT-3357,76,9999999, GREAT BRITAIN, Right, Epée 
1220,Caroline-KEMP-22670,25,115, SOUTH AFRICA, Right, Epée 
1221,Caroline-NICKERSON-42110,40,9999999, GREAT BRITAIN, Right, Epée 
1222,Caroline-NIXON-39532,18,9999999, USA, Right, Epée 
1223,Caroline-PIASECKA-9555,28,742, NORWAY, Right, Epée 
1229,Caryl-OLIVER-23127,66,9999999, GREAT BRITAIN, Right, Epée 
1231,Casper-BENDIKSEN-36547,19,9999999, NORWAY, Right, Epée 
1232,Casper-BERGH-28813,23,605, NORWAY, Right, Epée 
1233,Catalina-LEIVA-37145,19,9999999, CHILE, Right, Epée 
1234,Caterin-BRAVO_ARANGUIZ-2069,43,9999999, CHILE, Right, Epée 
1236,Catharina-KOCK-19504,27,743, FINLAND, Right, Epée 
1237,Catharina-Kock-19504,27,743, FINLAND, Right, Epée 
1238,Catherine-BEDDINGFIELD-41703,18,9999999, USA, Right, Epée 
1239,Catherine-NIXON-30485,21,67, USA, Left, Epée 
1241,Catherine-WALKER-3395,46,9999999, GREAT BRITAIN, Right, Epée 
1244,Cecilia-GALVAO-32480,21,794, BRAZIL, Right, Epée 
1245,Cecilia-LEHRMAN-34212,21,427, SWEDEN, Right, Epée 
1246,Cecilia-NIEUWENHUIS-19285,65,9999999, SOUTH AFRICA, Right, Epée 
1247,Cecilia-VARENGO-33875,20,9999999, ITALY, Right, Epée 
1252,Ceily-MENDOZA_VENZANT-21179,29,96, CUBA, Left, Epée 
1262,Cezara-CONSTANTIN-30068,22,9999999, ROMANIA, Right, Epée 
1271,Chak_Hin_Nicholas-CHAU-37309,23,317, HONG KONG, Right, Epée 
1273,Chao-DONG-26715,30,236, CHINA, Right, Epée 
1277,Charles-HOROWITZ-33429,20,9999999, USA, Right, Epée 
1279,Charles_Eric-OSWALD-33675,22,370, SWITZERLAND, Right, Epée 
1283,Charlotte-LEVIN-23909,28,9999999, SWEDEN, Right, Epée 
1285,Charlotte-SUMMERS-40728,19,9999999, GREAT BRITAIN, Right, Epée 
1286,Chearin-KIM-40561,19,263, KOREA, Left, Epée 
1288,Cheikh_Omar-DIALLO-19240,32,128, SENEGAL, Right, Epée 
1291,Chen_Yu-PENG-42692,17,9999999, CHINESE TAIPEI, Right, Epée 
1292,Chengjie-ZHANG-30421,31,9999999, CHINA, Right, Epée 
1293,Chengzi-XU-31348,24,72, CHINA, Right, Epée 
1294,Chenyang-JIANG-29256,26,157, CHINA, Left, Epée 
1296,Cheryl-LIM-22920,25,148, SINGAPORE, Right, Epée 
1299,Cheuk_Suen_Circle-HO-30886,23,687, HONG KONG, Right, Epée 
1301,Chhavi-KOHLI-38542,17,9999999, INDIA, Right, Epée 
1302,Chi_Chu-WANG-8586,32,9999999, CHINESE TAIPEI, Right, Epée 
1305,Chi_Shan-TENG-8558,35,9999999, CHINESE TAIPEI, Left, Epée 
1306,Chi_Ya-YANG-35248,21,9999999, HONG KONG, Right, Epée 
1307,Chia_Hsuan-JEN-34688,21,9999999, CHINESE TAIPEI, Right, Epée 
1308,Chia_Lin-HU-37216,23,9999999, CHINESE TAIPEI, Right, Epée 
1309,Chia_Yu-CHIU-34686,21,9999999, CHINESE TAIPEI, Right, Epée 
1310,Chialing-CHANG-15654,31,9999999, CHINESE TAIPEI, Right, Epée 
1319,Chih_Ting-CHIU-40572,23,238, CHINESE TAIPEI, Right, Epée 
1323,Chin_Hang_Sophia-SIN-37313,19,9999999, HONG KONG, Right, Epée 
1325,Ching_Chang-TSAI-40243,22,9999999, CHINESE TAIPEI, Right, Epée 
1327,Ching_Ho-LI-45106,19,705, HONG KONG, Right, Epée 
1328,Chinnaphat-CHALOEMCHANEN-46212,16,459, THAILAND, Right, Epée 
1339,Christiaan-BESTER-43178,17,9999999, SOUTH AFRICA, Right, Epée 
1343,Christian_J_-RIVERA_RIVERA-30989,22,9999999, PUERTO RICO, Left, Epée 
1346,Christian_Schack-LINNEMANN-29817,21,316, DENMARK, Left, Epée 
1347,Christiana-ENGEL-9460,29,410, AUSTRIA, Left, Epée 
1348,Christina-GORDET-33319,62,9999999, USA, Right, Epée 
1349,Christina-ZOZULYA-41727,16,284, CANADA, Right, Epée 
1350,Christine-STEINER-16380,39,9999999, GREAT BRITAIN, Right, Epée 
1351,Christine-TRAN-29475,59,9999999, FRANCE, Right, Epée 
1355,Christoph-KNEIP-3651,39,9999999, GERMANY, Right, Epée 
1363,Chun_Kit_Jonathan-TONG-25352,36,9999999, HONG KONG, Right, Epée 
1364,Chun_Ming-WU-42677,18,9999999, CHINESE TAIPEI, Right, Epée 
1367,Chun_Yu-HSU-18814,29,9999999, CHINESE TAIPEI, Right, Epée 
1371,Cindy-GAO-31633,19,9999999, CANADA, Right, Epée 
1378,Claire-BEDDINGFIELD-41726,17,9999999, USA, Left, Epée 
1380,Claire-DUCHNOWSKI-44991,51,9999999, FRANCE, Right, Epée 
1386,Clarence_Ka_Tsun-LAI-20782,27,244, HONG KONG, Left, Epée 
1387,Clarisse-MENEZES-19723,39,203, BRAZIL, Right, Epée 
1391,Claudia-COSTA-45033,56,9999999, BRAZIL, Right, Epée 
1394,Claudia-NABOIU-26551,23,374, ROMANIA, Right, Epée 
1395,Claudia-OLOBARDI-40215,21,9999999, ITALY, Right, Epée 
1396,Claudia-PANUSCHKA-1660,40,9999999, AUSTRIA, Right, Epée 
1399,Claudie-LOPEZ-45023,62,9999999, FRANCE, Right, Epée 
1400,Claudine-WILLIAMS-35374,30,484, JAMAICA, Right, Epée 
1401,Claus-MOERCH-5269,42,608, NORWAY, Left, Epée 
1402,Clayde-KILO-35354,29,666, FRANCE, Right, Epée 
1403,Cledola-TELLO-23242,65,9999999, BRAZIL, Right, Epée 
1404,Cleia-GUILHON-25080,29,9999999, BRAZIL, Right, Epée 
1406,Clement-DORIGO-35614,21,120, FRANCE, Right, Epée 
1407,Clement-METRAILLER-33651,21,310, SWITZERLAND, Right, Epée 
1410,Colin-KEPPEL-37789,20,330, NETHERLANDS, Right, Epée 
1411,Coline-PELLETIER-24874,26,702, FRANCE, Right, Epée 
1416,Conor-NAGLE-4289,36,9999999, IRELAND, Right, Epée 
1421,Constantin-BOEHM-24072,27,9999999, GERMANY, Left, Epée 
1423,Constantinos-MEKRAS-35008,23,9999999, GREECE, Right, Epée 
1426,Cooper-SCHUMACHER-38218,24,912, USA, Left, Epée 
1429,Coraline-VITALIS-28593,23,10, FRANCE, Right, Epée 
1430,Cordt_Von-BRANDIS-31075,75,9999999, NORWAY, Right, Epée 
1434,Corinna-Lawrence-13072,28,9999999, GREAT BRITAIN, Right, Epée 
1438,Cosimo-FERRO-31459,56,9999999, ITALY, Right, Epée 
1439,Cosimo-MARTINI-33852,21,237, ITALY, Right, Epée 
1440,Cosmin-MIHAILESCU-27392,28,9999999, AUSTRALIA, Right, Epée 
1441,Costanza-COMITINI-36759,21,9999999, ITALY, Left, Epée 
1442,Courtney-HURLEY-11652,28,11, USA, Right, Epée 
1443,Craig-WORMAN-32246,22,9999999, GREAT BRITAIN, Right, Epée 
1446,Cristian_Edenilson-MEJIA_GARCIA-30866,22,156, EL SALVADOR, Right, Epée 
1447,Cristiano-DE_SERVI-36602,23,9999999, ITALY, Right, Epée 
1449,Cristina-FORD-33328,56,9999999, USA, Right, Epée 
1450,Cristina-GORDET-33319,62,9999999, USA, Right, Epée 
1451,Cristofer-HERMOSILLA-34721,19,9999999, CHILE, Right, Epée 
1452,Csaba-FARKAS-39106,19,981, HUNGARY, Right, Epée 
1453,Csaba-FENYVESI-32734,22,951, HUNGARY, Right, Epée 
1457,Curtis-MCDOWALD-36515,22,12, USA, Right, Epée 
1461,Cynthia-RUNYON-33320,69,9999999, USA, Right, Epée 
1462,Cyrille-MASSEREY-34426,21,9999999, SWITZERLAND, Right, Epée 
1466,Daeeon-KIM-37384,21,9999999, KOREA, Left, Epée 
1467,Dagmar-CIPAROVA-11731,29,9999999, SLOVAKIA, Right, Epée 
1468,Dagmar-FISCHER-23324,61,9999999, GERMANY, Left, Epée 
1469,Dagmar-HEINZELMANN-38651,63,9999999, GERMANY, Right, Epée 
1474,Daijun-YOON_HERNANDEZ-47461,22,517, COSTA RICA, Right, Epée 
1477,Daizo-KAWAGUCHI-8984,72,9999999, JAPAN, Right, Epée 
1478,Dajeong-HEO-43220,20,9999999, KOREA, Right, Epée 
1480,Damian-MICHALAK-36613,19,228, POLAND, Right, Epée 
1483,Dana-ALSAADOON-44457,16,9999999, BAHRAIN, Right, Epée 
1485,Dana-LONDON-28986,22,9999999, ISRAEL, Right, Epée 
1486,Dana-SHATTAF-37418,20,760, UNITED ARAB EMIRATES, Right, Epée 
1488,Daniel-BERTA-26050,24,71, HUNGARY, Left, Epée 
1489,Daniel-Berta-26050,24,71, HUNGARY, Left, Epée 
1491,Daniel-CAPALDO-24663,31,579, SWITZERLAND, Right, Epée 
1492,Daniel-DE_MOLA-37777,19,448, ITALY, Right, Epée 
1494,Daniel-FRIDMAN-26964,22,995, ISRAEL, Right, Epée 
1499,Daniel-JERENT-22557,27,17, FRANCE, Right, Epée 
1500,Daniel-Jerent-22557,27,17, FRANCE, Right, Epée 
1503,Daniel-LIS-13010,30,180, ISRAEL, Right, Epée 
1504,Daniel-MARCOL-33848,21,837, POLAND, Right, Epée 
1506,Daniel-MCGLADE-31689,22,463, GREAT BRITAIN, Right, Epée 
1507,Daniel-MIRANDA-32369,23,9999999, CHILE, Right, Epée 
1510,Daniel-NIESTROJ-30836,23,453, POLAND, Right, Epée 
1511,Daniel-OJEDA_BUITRAGO-46362,14,476, COSTA RICA, Right, Epée 
1512,Daniel-POPA-46135,16,9999999, ROMANIA, Right, Epée 
1514,Daniel-REES-10670,54,9999999, USA, Right, Epée 
1516,Daniel-RUIZ_BARRANTES-33727,22,612, COSTA RICA, Right, Epée 
1523,Daniel-VERESS-25800,34,9999999, HUNGARY, Right, Epée 
1525,Daniel-ZHANG-43430,18,9999999, CANADA, Right, Epée 
1526,Daniel_Alfredo-PEREZ_TRIANA-44292,19,528, COLOMBIA, Right, Epée 
1533,Daniele-ZORZATO-31852,23,9999999, SWITZERLAND, Right, Epée 
1535,Danielle-BLIGNAUT-37374,20,9999999, SOUTH AFRICA, Right, Epée 
1538,Danielle-LAWSON-34214,20,361, GREAT BRITAIN, Right, Epée 
1539,Danierys-MAYA-40360,19,9999999, VENEZUELA, Right, Epée 
1541,Daniil-BELIANINOV-37861,19,9999999, RUSSIA, Right, Epée 
1543,Daniil-RUDYKH-40505,19,9999999, RUSSIA, Right, Epée 
1545,Danijela-ILIC-17045,47,667, SERBIA, Right, Epée 
1547,Danila-POSLUSHAEV-35723,21,9999999, RUSSIA, Left, Epée 
1548,Danilo-CETIC-28034,22,558, SERBIA, Right, Epée 
1549,Danilo-NIKOLIC-6847,36,9999999, SERBIA, Right, Epée 
1550,Danilo-SANTRAC-30257,22,670, SERBIA, Right, Epée 
1552,Danushman-DJUMABAY_ULUU-27198,25,233, KYRGYZSTAN, Right, Epée 
1553,Danuta-DMOWSKA_ANDRZEJUK-5355,36,151, POLAND, Right, Epée 
1555,Dar-HECHT-34584,18,90, ISRAEL, Right, Epée 
1557,Daria-FILINA-31149,21,642, RUSSIA, Left, Epée 
1559,Daria-MARTYNYUK-29815,24,120, RUSSIA, Right, Epée 
1561,Darianna-BARRETO-43336,18,9999999, VENEZUELA, Right, Epée 
1562,Dariia-SADOVA-44066,16,9999999, UKRAINE, Left, Epée 
1564,Dario-IBARRA-30758,24,202, MEXICO, Right, Epée 
1565,Dariya-BORODINA-34874,22,9999999, KAZAKHSTAN, Right, Epée 
1567,Dariya-YEFREMENKO-38624,19,9999999, USA, Right, Epée 
1568,Darja-VARFOLOMYEYEVA-37918,19,454, UKRAINE, Right, Epée 
1574,Daryl-TAYLOR-33314,66,9999999, USA, Left, Epée 
1575,Datev-NAHAPETYAN-39620,18,9999999, ARGENTINA, Right, Epée 
1577,Daveed-ABDELMALAK-32946,23,9999999, EGYPT, Right, Epée 
1579,David-BONDE-8190,44,9999999, DENMARK, Right, Epée 
1583,David-DOSS-44196,27,9999999, USA, Right, Epée 
1585,David-HERNANDEZ-46220,18,9999999, MEXICO, Right, Epée 
1586,David-JENSEN-19011,56,9999999, USA, Left, Epée 
1588,David-LOSONCZI-12812,31,961, HUNGARY, Right, Epée 
1589,David-MICHELLOD-33652,24,9999999, SWITZERLAND, Left, Epée 
1590,David-NAGY-34620,19,112, HUNGARY, Right, Epée 
1596,David-VAN_NUNEN-32285,23,388, NETHERLANDS, Right, Epée 
1598,David-VELARDE-32493,20,9999999, PERU, Left, Epée 
1601,Davide-CANZONERI-38784,20,9999999, ITALY, Right, Epée 
1602,Davide-DI_VEROLI-42541,17,52, ITALY, Left, Epée 
1606,Davide-TIMO-35122,21,9999999, ITALY, Right, Epée 
1607,Davide_Amodio-MAISTO-28743,22,9999999, ITALY, Right, Epée 
1613,Day-DE_WIJN-34250,20,525, NETHERLANDS, Right, Epée 
1614,Dayana-JAKUPOVA-37416,19,618, KAZAKHSTAN, Right, Epée 
1619,Deborat_Marie_France-KOLIA-37540,21,9999999, COTE D'IVOIRE, Right, Epée 
1626,Demetra-SOLARI-35854,20,390, SWITZERLAND, Right, Epée 
1630,Denis-KOTOV-32312,41,9999999, RUSSIA, Right, Epée 
1631,Denis-MIKOV-21516,38,9999999, RUSSIA, Left, Epée 
1632,Denis-NIKITIN-19732,38,9999999, KYRGYZSTAN, Right, Epée 
1633,Denis-POTAPENKO-30118,24,9999999, UKRAINE, Right, Epée 
1634,Denisa-BAROSAN-42576,20,710, ROMANIA, Right, Epée 
1635,Denise-LIEFERT-41514,60,9999999, SWITZERLAND, Right, Epée 
1636,Denise-SILK-41603,52,9999999, GREAT BRITAIN, Right, Epée 
1640,Dennis-BADE-2649,33,9999999, FINLAND, Right, Epée 
1641,Dennis-KRAFT-14920,32,109, USA, Right, Epée 
1642,Derek-SMITH_ESTRADA-43318,17,9999999, URUGUAY, Left, Epée 
1644,Desislava-SIMEONOVA-1903,33,9999999, BULGARIA, Right, Epée 
1646,Despina-GEORGIADOU-18021,27,27, GREECE, Left, Epée 
1647,Deyan-DOBREV-1886,43,347, BULGARIA, Right, Epée 
1648,Dezso-BENEDEK-27755,73,9999999, HUNGARY, Right, Epée 
1650,Diana-DONOIU-23631,26,9999999, ROMANIA, Right, Epée 
1654,Diana-IONELE-23631,26,9999999, ROMANIA, Right, Epée 
1658,Diana-RODRIGUEZ-16709,31,751, COLOMBIA, Right, Epée 
1659,Diana-SHER-24148,25,9999999, AUSTRALIA, Right, Epée 
1666,Diane-VON_KERSSENBROCK-34224,20,341, FRANCE, Left, Epée 
1667,Diane_H_-KALLUS-6612,72,9999999, USA, Right, Epée 
1668,Dianna-GU-21053,34,175, AUSTRALIA, Right, Epée 
1670,Diego-CALDERON-40928,18,234, SPAIN, Right, Epée 
1675,Diego-ORELLANA-39267,21,9999999, GUATEMALA, Right, Epée 
1676,Diego-PULIDO-43338,18,9999999, VENEZUELA, Right, Epée 
1678,Diego_Alejandro-PACHON_GOMEZ-44187,25,9999999, COLOMBIA, Right, Epée 
1679,Dieter-ALLKAEMPER-19330,77,9999999, GERMANY, Right, Epée 
1682,Dilara-UNAL-30669,22,9999999, TURKEY, Right, Epée 
1687,Dina-MANSI-42958,15,9999999, JORDAN, Right, Epée 
1689,Dinikumar_Singh-ELANGBAM-46326,20,9999999, INDIA, Right, Epée 
1690,Dino-SOUREK-2130,33,648, CROATIA, Right, Epée 
1695,Dirley_Janineth-YEPES_MOLINA-19493,31,9999999, COSTA RICA, Right, Epée 
1696,Djordje-BAJIC-34059,28,519, SERBIA, Right, Epée 
1698,Dmitri-SVORJOV-33975,46,9999999, ESTONIA, Right, Epée 
1700,Dmitrii-SHVELIDZE-46361,17,9999999, RUSSIA, Right, Epée 
1701,Dmitrij-MARCHUKOV-38739,22,9999999, SWITZERLAND, Right, Epée 
1702,Dmitriy-ADAIKIN-28697,24,140, KAZAKHSTAN, Right, Epée 
1703,Dmitriy-ALEXANIN-20867,27,7, KAZAKHSTAN, Left, Epée 
1705,Dmitriy-GORBONOS-34018,22,9999999, RUSSIA, Right, Epée 
1706,Dmitriy-GRYAZNOV-10810,33,9999999, KAZAKHSTAN, Right, Epée 
1707,Dmitriy-GUSEV-29200,24,167, RUSSIA, Left, Epée 
1708,Dmitriy-Gusev-29200,24,167, RUSSIA, Left, Epée 
1709,Dmitriy-KARUCHENKO-6398,38,397, UKRAINE, Right, Epée 
1720,Dmytro-KARYUCHENKO-6398,38,397, UKRAINE, Right, Epée 
1727,Domenic-YATES-39304,19,1073, AUSTRALIA, Right, Epée 
1730,Dominik-CHREN_ING-29744,77,9999999, CZECH REPUBLIC, Right, Epée 
1733,Dominika-DOUBOVA-14438,28,333, CZECH REPUBLIC, Right, Epée 
1734,Dominika-HONTI___KISS-23580,27,9999999, HUNGARY, Right, Epée 
1735,Dominika-PAWLOWSKA-42497,19,9999999, POLAND, Right, Epée 
1738,Dominique-TANNOUS-26350,22,9999999, LEBANON, Right, Epée 
1747,Dora-KAZAR-38767,18,516, HUNGARY, Right, Epée 
1748,Dora-KISKAPUSI-4119,36,73, SPAIN, Right, Epée 
1751,Doria-JACOB-34136,22,9999999, FRANCE, Right, Epée 
1752,Dorian_Dieuleveut-LOUA_MABIKA-35525,25,9999999, CONGO, Right, Epée 
1753,Dorina-BUDAI-19630,26,43, HUNGARY, Right, Epée 
1754,Doris-VON_MURALT-33353,65,564, SWITZERLAND, Left, Epée 
1757,Dorra-BEN_JABALLAH-23074,26,9999999, TUNISIA, Left, Epée 
1769,Dutta-JYOTIKA-34420,22,9999999, INDIA, Right, Epée 
1770,Dylan-FRENCH-30835,21,333, CANADA, Right, Epée 
1771,Dylan-NOLLNER-23664,26,404, USA, Right, Epée 
1772,Dzhoan_Feybi-BEZHURA-21484,27,39, UKRAINE, Right, Epée 
1773,Dzianis-PAULOUSKI-32920,22,235, BELARUS, Left, Epée 
1775,EPEE-Laurence-19968,28,17, FRANCE, Right, Epée 
1776,ESTEBAN_CAMILO-JAIME-37139,19,866, COLOMBIA, Right, Epée 
1778,Ebba-KARLSSON-28830,22,214, SWEDEN, Right, Epée 
1780,Ece-YALCIN-20949,28,9999999, TURKEY, Right, Epée 
1785,Edgar_Elier-PACHECO-34510,21,1049, MEXICO, Right, Epée 
1786,Edgaras-DVARISKIS-33638,22,9999999, LITHUANIA, Right, Epée 
1787,Edgardo-LOPEZ-45535,20,9999999, GUATEMALA, Right, Epée 
1788,Edina-ANTAL-15345,28,9999999, HUNGARY, Right, Epée 
1789,Edina-BEKEFI-18009,27,9999999, GERMANY, Right, Epée 
1790,Edina-KARDOS-38781,18,567, HUNGARY, Right, Epée 
1793,Edith-STOSCHITZKY-8499,69,9999999, AUSTRIA, Right, Epée 
1795,Edoardo-DANDRASSI-19838,28,9999999, ITALY, Right, Epée 
1797,Edoardo-MUNZONE-12125,30,85, ITALY, Right, Epée 
1799,Edoardo-VICHI-34578,23,9999999, ITALY, Right, Epée 
1802,Eduard-HOVIKYAN-30173,20,9999999, ARMENIA, Left, Epée 
1806,Eduardo-CUBELLS-26965,27,9999999, SPAIN, Right, Epée 
1809,Eduardo_Nazareth-HERNANDEZ-36046,22,833, VENEZUELA, Right, Epée 
1811,Edward-BEAUMONT-21072,37,9999999, GREAT BRITAIN, Right, Epée 
1815,Edward-SHERRILL-34210,32,942, USA, Left, Epée 
1816,Eevi-BENGS-19871,28,430, FINLAND, Left, Epée 
1819,Egor-GUZHIEV-38588,20,411, RUSSIA, Left, Epée 
1820,Eiichi-IDE-4787,71,9999999, JAPAN, Right, Epée 
1822,Eirini-KARAMPINI-46707,16,9999999, GREECE, Left, Epée 
1824,Ekaterina-GETTUEVA-37974,18,9999999, KYRGYZSTAN, Right, Epée 
1827,Ekaterina-LULEVA-44240,16,9999999, BULGARIA, Right, Epée 
1828,Ekaterina-TARASOVA-35717,20,626, RUSSIA, Right, Epée 
1830,El_Habib_Omar-ABDOU-40437,19,9999999, FRANCE, Right, Epée 
1833,Elazar-HIRSCH-46371,18,9999999, ISRAEL, Right, Epée 
